;name;salary_from;salary_to;currency;experience;schedule;schedule;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
627;NoSQL DBA;3000.0;;USD;От 1 года до 3 лет;Полный день;Полный день;NoSQL;Databases;Linux;Unix;MongoDB;Python;Bash;Perl;;;;;;;;;;;;;;;;;;;;;;
628;Middle Python Engineer;;;;От 1 года до 3 лет;Гибкий график;Гибкий график;Python;Redis;Linux;Grafana;prometheus;jaeger;ffmpeg;Celery;ClickHouse;AMQP;asyncio;SQL;Kafka;RabbitMQ;Redis as broker;PostgreSQL;;;;;;;;;;;;;;
629;QA automation engineer (Python);;;;От 1 года до 3 лет;Полный день;Полный день;Git;Тестирование;QA;Автоматизированное тестирование;Автоматизация тестирования;Python;;;;;;;;;;;;;;;;;;;;;;;;
630;Преподаватель программирования для детей и подростков;100000.0;350000.0;KZT;От 1 года до 3 лет;Полный день;Полный день;Python;Scratch;желание обучать детей;;;;;;;;;;;;;;;;;;;;;;;;;;;
636;Data аналитик;;;;От 1 года до 3 лет;Полный день;Полный день;Python;SQL;;;;;;;;;;;;;;;;;;;;;;;;;;;;
639;FullStack разработчик (Python), удаленно;120000.0;150000.0;RUR;От 1 года до 3 лет;Удаленная работа;Удаленная работа;PostgreSQL;Python;SQL;JavaScript;TypeScript;Django Framework;Bootstrap;HTML;CSS;jQuery;Веб-программирование;FullStack;Docker;СУБД;Разработка ПО;Работа с базами данных;;;;;;;;;;;;;;
641;Разработчик Python (ETL);;;;От 1 года до 3 лет;Полный день;Полный день;Linux;Git;PostgreSQL;Python;Spark;Kubernetes;;;;;;;;;;;;;;;;;;;;;;;;
642;Преподаватель “Программирование на Python”;;;;От 1 года до 3 лет;Полный день;Полный день;Python;Git;Django Framework;Flask;;;;;;;;;;;;;;;;;;;;;;;;;;
644;Python Developer;80000.0;150000.0;RUR;От 1 года до 3 лет;Полный день;Полный день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
645;Программирующий математик;;;;От 1 года до 3 лет;Удаленная работа;Удаленная работа;Математический анализ;Python;вычислительная математика;C/C++;Fortran;Линейная алгебра;MATLAB;Математическое программирование;Mathematical Modeling;Mathcad;Maple;C++;Wolfram Matematica;Mathematical Analysis;Алгоритмы;Математика;Mathematical Programming;Удаленная работа;Java;;;;;;;;;;;
646;Middle Разработчик Python (Django);;;;От 1 года до 3 лет;Удаленная работа;Удаленная работа;Python;SQL;Linux;PostgreSQL;Django Framework;Django;Docker;React.js;Оптимизация кода;Работа в команде;;;;;;;;;;;;;;;;;;;;
650;Machine Learning Engineer;;;;От 1 года до 3 лет;Полный день;Полный день;Python;ML;machine learning;C++;openCV;IT;;;;;;;;;;;;;;;;;;;;;;;;
652;Преподаватель курса Python в международную детскую школу программирования «Алгоритмика»;24000.0;;RUR;От 1 года до 3 лет;Гибкий график;Гибкий график;Преподаватель;Групповое обучение;Пользователь ПК;Коммуникабельность;Детская психология;Python;Организация учебного процесса;Грамотность;;;;;;;;;;;;;;;;;;;;;;
654;Middle Python developer;;;;От 1 года до 3 лет;Полный день;Полный день;Python;SQL;FastAPI;Django;Git;;;;;;;;;;;;;;;;;;;;;;;;;
655;Backend разработчик (Python);300000.0;500000.0;KZT;От 1 года до 3 лет;Полный день;Полный день;Git;Базы данных;Python;RabbitMQ;Celery;SQLite;REST;Django Rest Framework;Django Framework;Redis;ООП;Django;REST API;;;;;;;;;;;;;;;;;
660;Fullstack разработчик Python-JS;;;;От 1 года до 3 лет;Полный день;Полный день;Python;JavaScript;Django Framework;PostgreSQL;React;Redux;TypeScript;;;;;;;;;;;;;;;;;;;;;;;
661;Middle Python web-developer (remote);;;;От 1 года до 3 лет;Полный день;Полный день;Python;Git;Linux;Redis;Docker;;;;;;;;;;;;;;;;;;;;;;;;;
664;Middle Python Developer;;;;От 1 года до 3 лет;Полный день;Полный день;Python;Git;Django Framework;PostgreSQL;Docker;AWS;;;;;;;;;;;;;;;;;;;;;;;;
672;Инженер-программист;;;;От 1 года до 3 лет;Полный день;Полный день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
677;Аналитик SOC 2 линии;;;;От 1 года до 3 лет;Полный день;Полный день;SIEM;расследование инцидентов;IRP;ArcSight;Python;Bash;PowerShell;SOC;;;;;;;;;;;;;;;;;;;;;;
679;Python-разработчик;;;;От 1 года до 3 лет;Полный день;Полный день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
681;Python developer;;;;От 1 года до 3 лет;Полный день;Полный день;Python;Django;Flask;HTML;CSS;REST API;PostgreSQL;;;;;;;;;;;;;;;;;;;;;;;
683;Junior PHP developer;;1200.0;USD;От 1 года до 3 лет;Удаленная работа;Удаленная работа;SQL;PHP;;;;;;;;;;;;;;;;;;;;;;;;;;;;
686;Тестировщик ПО;;;;От 1 года до 3 лет;Полный день;Полный день;Git;SQL;PostgreSQL;Python;Linux;тестовая документация;сетевые приложения;;;;;;;;;;;;;;;;;;;;;;;
688;Преподаватель программирования для детей и подростков;150000.0;300000.0;KZT;От 1 года до 3 лет;Полный день;Полный день;Обучение;Грамотная речь;Scratch;Roblox Studio;Python;Преподавание;Любовь к детям;Желание обучать детей;;;;;;;;;;;;;;;;;;;;;;
690;Python-разработчик систем сбора;100000.0;150000.0;RUR;От 1 года до 3 лет;Удаленная работа;Удаленная работа;Git;Linux;ООП;Python;;;;;;;;;;;;;;;;;;;;;;;;;;
693;Аналитик;;;;От 1 года до 3 лет;Полный день;Полный день;Python;SQL;Atlassian Confluence;dbt;Excel;;;;;;;;;;;;;;;;;;;;;;;;;
696;Python Developer;;;;От 1 года до 3 лет;Полный день;Полный день;Python;Git;ООП;Scrum;Docker;SOLID;;;;;;;;;;;;;;;;;;;;;;;;
697;Product Analyst;1500.0;3000.0;USD;От 1 года до 3 лет;Удаленная работа;Удаленная работа;Python;SQL;Data Analysis;Product Analysis;Английский язык;;;;;;;;;;;;;;;;;;;;;;;;;
698;Middle Python web-developer (remote);;;;От 1 года до 3 лет;Полный день;Полный день;Python;Git;Linux;Redis;Docker;;;;;;;;;;;;;;;;;;;;;;;;;
701;Python-разработчик;;;;От 1 года до 3 лет;Полный день;Полный день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
702;Преподаватель в кружок программирования Учи.ру;;;;От 1 года до 3 лет;Гибкий график;Гибкий график;HTML5;CSS3;Java;Unity;Python;CSS;HTML;;;;;;;;;;;;;;;;;;;;;;;
705;Старший Python Developer (Django), проекты в строительной сфере;;;;От 1 года до 3 лет;Удаленная работа;Удаленная работа;Python;Django Framework;PostgreSQL;Atlassian Jira;Работа в команде;;;;;;;;;;;;;;;;;;;;;;;;;
707;Инженер технического сопровождения аналитики;;;;От 1 года до 3 лет;Полный день;Полный день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
708;Преподаватель программирования;;;;От 1 года до 3 лет;Гибкий график;Гибкий график;Обучение;Работа в команде;Обучение и развитие;Работа с людьми;Организация учебного процесса;;;;;;;;;;;;;;;;;;;;;;;;;
710;Тестировщик;;;;От 1 года до 3 лет;Полный день;Полный день;QA;REST;Python;C#;Тестирование пользовательского интерфейса;Нагрузочное тестирование;;;;;;;;;;;;;;;;;;;;;;;;
712;Биоинформатик;60000.0;150000.0;RUR;От 1 года до 3 лет;Полный день;Полный день;Python;Linux;Git;R;Биоинформатика;Биостатистика;Математическая статистика;Анализ данных;Статистический анализ;Генетика;Data science;;;;;;;;;;;;;;;;;;;
713;Middle Python developer (remote);130000.0;150000.0;RUR;От 1 года до 3 лет;Полный день;Полный день;Python;PostgreSQL;Linux;Git;Flask;Redis;Nginx;;;;;;;;;;;;;;;;;;;;;;;
714;Python developer;10000000.0;;UZS;От 1 года до 3 лет;Полный день;Полный день;Python;PostgreSQL;Django Framework;Git;SQL;REST API;API;Базы данных;;;;;;;;;;;;;;;;;;;;;;
716;Аналитик данных;;;;От 1 года до 3 лет;Удаленная работа;Удаленная работа;SQL;MS PowerPoint;MS SQL;MS Access;Аналитическое мышление;;;;;;;;;;;;;;;;;;;;;;;;;
718;Продуктовый аналитик в направление «Работодательские сервисы»;;;;От 1 года до 3 лет;Полный день;Полный день;Python;Tableau;SQL;Аналитическое мышление;Analytics;;;;;;;;;;;;;;;;;;;;;;;;;
719;Математик;;;;От 1 года до 3 лет;Полный день;Полный день;Python;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
721;Младший Релиз-инженер/Junior Release Engineer;;;;От 1 года до 3 лет;Гибкий график;Гибкий график;C++;Python;Windows Os;Git;;;;;;;;;;;;;;;;;;;;;;;;;;
729;Product Analyst;1500.0;3000.0;USD;От 1 года до 3 лет;Удаленная работа;Удаленная работа;Python;SQL;Data Analysis;Product Analysis;Английский язык;;;;;;;;;;;;;;;;;;;;;;;;;
730;Инженер внедрения стека DevSecOps;;;;От 1 года до 3 лет;Полный день;Полный день;Linux;Docker;Python;Git;Bash;;;;;;;;;;;;;;;;;;;;;;;;;
736;Эксперт по ИТ безопасности в г. Павлодар;;;;От 1 года до 3 лет;Полный день;Полный день;Информационная безопасность;Python;Bash;Information Security;Внедрение систем информационной безопасности;;;;;;;;;;;;;;;;;;;;;;;;;
737;Аналитик / IT-Аналитик Wildberries / Middle;50000.0;130000.0;RUR;От 1 года до 3 лет;Полный день;Полный день;Python;Английский язык;SQL;MS PowerPoint;Аналитическое мышление;API;MS Excel;;;;;;;;;;;;;;;;;;;;;;;
739;Программист Python Middle;80000.0;150000.0;RUR;От 1 года до 3 лет;Полный день;Полный день;Python;Redis;Git;Atlassian Jira;Работа в команде;Docker;;;;;;;;;;;;;;;;;;;;;;;;
742;Python developer;;;;От 1 года до 3 лет;Полный день;Полный день;Python;Redis;Git;Linux;MySQL;;;;;;;;;;;;;;;;;;;;;;;;;
743;Разработчик Python (продукт RU DATA);;;;От 1 года до 3 лет;Полный день;Полный день;Python;SQL;PostgreSQL;Linux;Git;;;;;;;;;;;;;;;;;;;;;;;;;
745;Python developer / Django разработчик;;140000.0;RUR;От 1 года до 3 лет;Полный день;Полный день;Python;Django Framework;SQL;MySQL;PostgreSQL;Git;HTTP;;;;;;;;;;;;;;;;;;;;;;;
751;QA automation engineer (Python);;;;От 1 года до 3 лет;Полный день;Полный день;Git;Тестирование;QA;Автоматизированное тестирование;Автоматизация тестирования;Python;;;;;;;;;;;;;;;;;;;;;;;;
754;Инженер технической поддержки;;;;От 1 года до 3 лет;Полный день;Полный день;Linux;Python;PostgreSQL;Английский язык;Java;Техническая поддержка;C++;;;;;;;;;;;;;;;;;;;;;;;
755;IT инженер (linux);;;;От 1 года до 3 лет;Полный день;Полный день;Python;Linux;OSI;;;;;;;;;;;;;;;;;;;;;;;;;;;
757;Разработчик Python (ETL);;;;От 1 года до 3 лет;Полный день;Полный день;Linux;Git;PostgreSQL;Python;Spark;Kubernetes;;;;;;;;;;;;;;;;;;;;;;;;
767;Разработчик ПО - Backend (Python);;150000.0;RUR;От 1 года до 3 лет;Полный день;Полный день;Python;PostgreSQL;REST;;;;;;;;;;;;;;;;;;;;;;;;;;;
